instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,year,temp_actual,hum_actual,windspeed_actual,rental_category
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,Summer,Clear,Friday,2012,21.593347,69.4583,10.041357,Very High
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,Summer,Clear,Saturday,2012,23.369999999999997,68.2917,19.000328999999997,Very High
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,Summer,Light Rain/Snow,Sunday,2012,16.263347,83.54169999999999,23.084582,Low
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Summer,Mist,Monday,2012,13.188346999999998,76.66669999999999,20.334232,Medium
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Summer,Clear,Tuesday,2012,16.946653,45.4167,16.708661,High
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Summer,Clear,Wednesday,2012,19.543347,42.7917,7.959064,Very High
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Summer,Mist,Thursday,2012,20.431653,75.66669999999999,11.833875,High
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Summer,Clear,Friday,2012,18.7575,40.0833,23.291411,Very High
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Summer,Mist,Saturday,2012,15.443347,48.9583,8.708325,High
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,Summer,Clear,Sunday,2012,18.791653,58.7083,7.8328359999999995,Very High
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,Summer,Mist,Monday,2012,19.030847,56.99999999999999,11.499746,High
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Summer,Mist,Tuesday,2012,25.146653,65.95830000000001,10.458432,High
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Summer,Clear,Wednesday,2012,23.130847,79.7083,9.249885999999998,Very High
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,Summer,Mist,Thursday,2012,22.96,76.83330000000001,8.957632,Very High
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,Summer,Clear,Friday,2012,25.7275,73.54169999999999,10.916846,Very High
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,Summer,Mist,Saturday,2012,25.488346999999997,75.66669999999999,10.250464,Very High
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,Summer,Mist,Sunday,2012,23.0625,74.0,10.041893,Very High
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,Summer,Mist,Monday,2012,22.037499999999998,66.41669999999999,15.458307000000001,Very High
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Summer,Mist,Tuesday,2012,23.848347,68.58330000000001,19.833942999999998,High
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,Summer,Mist,Wednesday,2012,23.575,74.4167,14.499604,High
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,Summer,Clear,Thursday,2012,20.739152999999998,55.2083,21.042220999999998,Very High
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,Summer,Clear,Friday,2012,21.866653,36.0417,15.874779,Very High
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,Summer,Clear,Saturday,2012,23.130847,48.0417,8.249911,Very High
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Summer,Clear,Sunday,2012,25.1125,57.62500000000001,15.082839,Very High
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Summer,Mist,Monday,2012,23.506653,78.95830000000001,14.250364,Medium
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Summer,Mist,Tuesday,2012,25.078346999999997,79.45830000000001,9.875264,High
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Summer,Clear,Wednesday,2012,26.103347,69.7917,8.208304,Very High
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Summer,Clear,Thursday,2012,24.326653,52.0,15.374825000000001,Very High
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Summer,Clear,Friday,2012,23.130847,52.33330000000001,9.166739,Very High
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Summer,Clear,Saturday,2012,24.599999999999998,45.625,5.626325,Very High
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Summer,Clear,Sunday,2012,25.454152999999998,53.041700000000006,17.042589,Very High
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Summer,Mist,Monday,2012,24.531653,81.125,15.624668,High
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Summer,Mist,Tuesday,2012,25.215,76.5833,7.917189,Very High
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Summer,Mist,Wednesday,2012,25.488346999999997,77.45830000000001,6.834,High
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Summer,Clear,Thursday,2012,26.855,71.6667,11.584031999999999,Very High
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Summer,Clear,Friday,2012,27.880000000000003,74.70830000000001,9.41685,Very High
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Summer,Clear,Saturday,2012,28.392500000000002,73.25,13.332464,Very High
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Summer,Clear,Sunday,2012,28.29,69.7083,14.416457,Very High
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Summer,Clear,Monday,2012,29.212500000000002,67.625,13.166907,Very High
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Summer,Clear,Tuesday,2012,29.622500000000002,68.45830000000001,19.7918,High
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Summer,Mist,Wednesday,2012,26.923347,67.0,9.000043,Very High
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Summer,Clear,Thursday,2012,27.880000000000003,49.2917,13.083693,Very High
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Summer,Mist,Friday,2012,26.820847,75.5417,15.916720999999999,High
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Summer,Clear,Saturday,2012,23.916653,54.9167,12.499654,Very High
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Summer,Clear,Sunday,2012,24.7025,49.3333,12.333829,Very High
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Summer,Clear,Monday,2012,24.497500000000002,48.7083,19.083811,Very High
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Summer,Mist,Tuesday,2012,22.174153,61.3333,14.041525,Very High
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Summer,Clear,Wednesday,2012,22.720847,61.12499999999999,5.167375,Very High
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Summer,Clear,Thursday,2012,24.7025,56.7083,10.542449999999999,Very High
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Summer,Clear,Friday,2012,26.615847000000002,46.791700000000006,11.750661000000001,Very High
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Summer,Clear,Saturday,2012,29.144153000000003,43.7083,9.667229,Very High
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Summer,Clear,Sunday,2012,29.793346999999997,53.833299999999994,8.959307,Very High
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Summer,Mist,Monday,2012,29.554153,58.791700000000006,13.916771,Very High
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Summer,Mist,Tuesday,2012,26.786653,83.3333,14.374581999999998,High
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Summer,Clear,Wednesday,2012,26.889153,58.2083,22.999693,Very High
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Summer,Clear,Thursday,2012,26.581653000000003,56.958299999999994,17.000111,Very High
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Summer,Clear,Friday,2012,26.205847000000002,58.958299999999994,11.833339,Very High
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Summer,Clear,Saturday,2012,25.898346999999998,50.416700000000006,11.166689,Very High
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Summer,Clear,Sunday,2012,24.2925,59.875,9.708568,Very High
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Summer,Mist,Monday,2012,23.301652999999998,77.79169999999999,11.707982000000001,High
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Summer,Clear,Tuesday,2012,28.221653,69.0,9.917139,Very High
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Summer,Clear,Wednesday,2012,32.082499999999996,59.2083,7.625404,Very High
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Fall,Clear,Thursday,2012,33.039153,56.7917,7.958729,High
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Fall,Clear,Friday,2012,31.877499999999998,57.375,12.250414000000001,High
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Fall,Clear,Saturday,2012,29.998347,53.4583,12.041307,Very High
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Fall,Clear,Sunday,2012,30.476653000000002,47.9167,9.750174999999999,Very High
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Fall,Clear,Monday,2012,29.349153,50.416700000000006,20.125661,Very High
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Fall,Clear,Tuesday,2012,25.864152999999998,37.3333,23.292014,Very High
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Fall,Clear,Wednesday,2012,28.5975,36.0,18.208925,Very High
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Fall,Clear,Thursday,2012,30.715847,42.25,11.50055,Very High
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Fall,Clear,Friday,2012,34.200847,48.875,11.082939000000001,High
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Fall,Clear,Saturday,2012,31.365000000000002,60.12499999999999,10.791756999999999,High
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Fall,Clear,Sunday,2012,33.449153,51.87500000000001,11.291443000000001,High
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Fall,Clear,Monday,2012,32.048347,44.7083,13.082889,Very High
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Fall,Clear,Tuesday,2012,32.014153,49.2083,8.457878999999998,Very High
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Fall,Clear,Wednesday,2012,32.355847,53.87499999999999,9.041649999999999,Very High
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Fall,Clear,Thursday,2012,33.9275,45.7917,12.999943,Very High
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Fall,Clear,Friday,2012,33.961653,45.0833,9.791514,Very High
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Fall,Clear,Saturday,2012,35.328347,49.2083,10.958118,High
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Fall,Clear,Sunday,2012,33.722500000000004,57.375,8.417143,High
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Fall,Mist,Monday,2012,29.144153000000003,68.3333,12.125325,Very High
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Fall,Mist,Tuesday,2012,29.554153,66.75,10.166379000000001,Very High
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Fall,Clear,Wednesday,2012,29.383347,63.3333,10.166111,Very High
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Fall,Clear,Thursday,2012,29.349153,52.9583,9.833924999999999,Very High
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Fall,Mist,Friday,2012,29.998347,48.5833,5.41695,Very High
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Fall,Mist,Saturday,2012,28.836653,69.91669999999999,9.626493,Very High
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Fall,Clear,Sunday,2012,30.579152999999998,71.7917,11.166689,Very High
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Fall,Clear,Monday,2012,31.296653000000003,64.5,11.000529,Very High
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Fall,Clear,Tuesday,2012,33.551653,50.583299999999994,7.666743,Very High
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Fall,Clear,Wednesday,2012,32.526652999999996,57.7083,9.208614,High
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Fall,Clear,Thursday,2012,31.57,60.0417,11.083743,Very High
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Fall,Mist,Friday,2012,27.299153,84.4167,14.000789000000001,High
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Fall,Light Rain/Snow,Saturday,2012,24.429153,86.5417,14.2911,High
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Fall,Mist,Sunday,2012,27.3675,76.25,6.2926936,Very High
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Fall,Clear,Monday,2012,30.408347,69.41669999999999,9.291761,Very High
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Fall,Clear,Tuesday,2012,30.784153,65.5,14.167418,Very High
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Fall,Clear,Wednesday,2012,29.690847,45.0,11.0416,Very High
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Fall,Clear,Thursday,2012,31.843347,59.66669999999999,19.082470999999998,Very High
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Fall,Clear,Friday,2012,32.048347,59.458299999999994,10.250464,Very High
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Fall,Clear,Saturday,2012,30.989152999999998,61.3333,10.542449999999999,Very High
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Fall,Clear,Sunday,2012,29.588347,62.375,11.416532,Very High
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Fall,Clear,Monday,2012,29.964153,66.875,10.292339,Very High
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Fall,Clear,Tuesday,2012,29.246653,70.41669999999999,11.083475,Very High
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Fall,Clear,Wednesday,2012,29.4175,67.75,9.458993,Very High
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Fall,Clear,Thursday,2012,30.8525,65.95830000000001,8.666718,Very High
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Fall,Mist,Friday,2012,31.399153,64.25,14.458064,Very High
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Fall,Clear,Saturday,2012,32.526652999999996,61.3333,17.249686,Very High
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Fall,Clear,Sunday,2012,31.535847,65.25,19.458206999999998,High
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Fall,Mist,Monday,2012,30.8525,65.4167,8.666718,Very High
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Fall,Mist,Tuesday,2012,30.169152999999998,70.375,7.8328359999999995,Very High
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Fall,Mist,Wednesday,2012,30.75,67.29169999999999,7.4169,Very High
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Fall,Clear,Thursday,2012,30.989152999999998,62.0417,10.458699999999999,Very High
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Fall,Mist,Friday,2012,29.349153,71.58330000000001,16.000471,High
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Fall,Mist,Saturday,2012,28.392500000000002,73.2917,13.834093,Very High
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Fall,Clear,Sunday,2012,28.734153000000003,53.041700000000006,8.208304,Very High
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Fall,Clear,Monday,2012,29.554153,54.541700000000006,9.126204,Very High
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Fall,Clear,Tuesday,2012,29.793346999999997,68.6667,11.333586,Very High
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Fall,Clear,Wednesday,2012,28.973347,61.9583,11.374657000000001,Very High
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Fall,Clear,Thursday,2012,29.485847,51.916700000000006,9.500332,Very High
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Fall,Clear,Friday,2012,29.656653,57.0833,15.500718,Very High
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Fall,Clear,Saturday,2012,27.811653,60.3333,11.917089,Very High
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Fall,Mist,Sunday,2012,26.069153,71.1667,5.79215,High
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Fall,Mist,Monday,2012,26.069153,73.4167,8.708593,Very High
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Fall,Clear,Tuesday,2012,26.615847000000002,67.375,4.8756436,Very High
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Fall,Clear,Wednesday,2012,27.3675,67.7083,4.708981100000001,Very High
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Fall,Clear,Thursday,2012,28.529153,63.5833,5.6679186,Very High
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Fall,Mist,Friday,2012,28.802500000000002,61.5,4.8337686,Very High
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Fall,Mist,Saturday,2012,27.128347,71.2917,16.375336,Very High
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Fall,Mist,Sunday,2012,26.786653,84.5833,15.333486,High
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Fall,Clear,Monday,2012,28.836653,73.04169999999999,8.625110999999999,Very High
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Fall,Clear,Tuesday,2012,29.861653,62.0,12.791975,Very High
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Fall,Clear,Wednesday,2012,28.085,55.2083,7.541653999999999,Very High
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Fall,Clear,Thursday,2012,28.973347,59.0417,5.1668189,Very High
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Fall,Clear,Friday,2012,31.330847000000002,58.75,11.291711,Very High
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Fall,Mist,Saturday,2012,30.886653000000003,63.8333,7.5835289999999995,Very High
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Fall,Mist,Sunday,2012,28.563347,81.5,4.2927436,High
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Fall,Clear,Monday,2012,29.0075,79.0833,10.125107,Very High
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Fall,Clear,Tuesday,2012,29.759152999999998,75.5,15.833507,Very High
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Fall,Clear,Wednesday,2012,30.203346999999997,74.125,12.583136,Very High
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Fall,Mist,Thursday,2012,28.563347,81.0417,9.542207,Very High
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Fall,Clear,Friday,2012,28.836653,73.625,11.500282,Very High
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Fall,Mist,Saturday,2012,27.025847,79.91669999999999,18.833968000000002,High
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Fall,Clear,Sunday,2012,25.009999999999998,54.75,15.041232,Very High
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Fall,Clear,Monday,2012,23.916653,50.375,17.333771000000002,Very High
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Fall,Clear,Tuesday,2012,23.677500000000002,52.0,6.1676314,Very High
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Fall,Clear,Wednesday,2012,24.565847,57.7083,8.833682,Very High
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Fall,Clear,Thursday,2012,25.1125,63.708299999999994,5.5422936,Very High
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Fall,Clear,Friday,2012,25.966653,67.25,6.9588209999999995,Very High
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Fall,Clear,Saturday,2012,24.941653000000002,50.1667,16.583907,Very High
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Fall,Clear,Sunday,2012,23.779999999999998,56.99999999999999,6.042281099999999,Very High
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Fall,Mist,Monday,2012,23.814153,73.4583,10.166713999999999,Very High
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Fall,Mist,Tuesday,2012,25.556653,87.25,23.958329,High
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Fall,Clear,Wednesday,2012,22.6525,53.6667,14.416725,Very High
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Fall,Clear,Thursday,2012,22.413347,61.8333,7.917189,Very High
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Fall,Clear,Friday,2012,24.565847,66.875,10.333343000000001,Very High
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Fall,Clear,Saturday,2012,26.650000000000002,64.6667,19.000061,Very High
