instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,month_name,year,temp_actual,atemp_actual,hum_actual,windspeed_actual
16175,2012-11-11,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,Winter,Clear,Sunday,Nov,2012,22.14,25.759999999999998,42.0,15.001299999999999
16176,2012-11-11,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,Winter,Clear,Sunday,Nov,2012,22.14,25.759999999999998,45.0,11.0014
16177,2012-11-11,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,Winter,Clear,Sunday,Nov,2012,21.32,25.0,45.0,8.9981
16178,2012-11-11,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,Winter,Clear,Sunday,Nov,2012,19.68,23.485,55.00000000000001,8.9981
16179,2012-11-11,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,Winter,Clear,Sunday,Nov,2012,18.04,21.97,62.0,11.0014
16180,2012-11-11,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,Winter,Clear,Sunday,Nov,2012,18.04,21.97,67.0,15.001299999999999
16181,2012-11-11,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,Winter,Clear,Sunday,Nov,2012,17.22,21.21,71.0,12.998000000000001
16182,2012-11-11,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,Winter,Clear,Sunday,Nov,2012,17.22,21.21,71.0,12.998000000000001
16183,2012-11-12,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,Winter,Clear,Monday,Nov,2012,17.22,21.21,71.0,7.0015
16184,2012-11-12,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,Winter,Clear,Monday,Nov,2012,16.400000000000002,20.455000000000002,76.0,11.0014
16185,2012-11-12,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,Winter,Clear,Monday,Nov,2012,16.400000000000002,20.455000000000002,76.0,8.9981
16186,2012-11-12,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,Winter,Clear,Monday,Nov,2012,16.400000000000002,20.455000000000002,76.0,8.9981
16187,2012-11-12,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,Winter,Clear,Monday,Nov,2012,16.400000000000002,20.455000000000002,76.0,6.0032
16188,2012-11-12,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0.0,1,23,24,Winter,Clear,Monday,Nov,2012,15.58,19.695,87.0,0.0
16189,2012-11-12,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,Winter,Clear,Monday,Nov,2012,15.58,19.695,87.0,7.0015
16190,2012-11-12,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0.0,16,248,264,Winter,Clear,Monday,Nov,2012,16.400000000000002,20.455000000000002,87.0,0.0
16191,2012-11-12,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,Winter,Clear,Monday,Nov,2012,17.22,21.21,82.0,11.0014
16192,2012-11-12,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,Winter,Clear,Monday,Nov,2012,18.04,21.97,88.0,7.0015
16193,2012-11-12,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,Winter,Clear,Monday,Nov,2012,19.68,23.485,77.0,11.0014
16194,2012-11-12,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,Winter,Clear,Monday,Nov,2012,21.32,25.0,72.0,11.0014
16195,2012-11-12,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,Winter,Clear,Monday,Nov,2012,22.96,26.515,64.0,15.001299999999999
16196,2012-11-12,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,Winter,Clear,Monday,Nov,2012,24.599999999999998,30.305,60.0,15.001299999999999
16197,2012-11-12,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,Winter,Clear,Monday,Nov,2012,23.779999999999998,27.275,60.0,19.0012
16198,2012-11-12,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,Winter,Clear,Monday,Nov,2012,22.96,26.515,64.0,16.997899999999998
16199,2012-11-12,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,Winter,Clear,Monday,Nov,2012,22.96,26.515,64.0,11.0014
16200,2012-11-12,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,Winter,Clear,Monday,Nov,2012,22.96,26.515,64.0,19.0012
16201,2012-11-12,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,Winter,Clear,Monday,Nov,2012,21.32,25.0,72.0,8.9981
16202,2012-11-12,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,Winter,Clear,Monday,Nov,2012,22.14,25.759999999999998,73.0,19.0012
16203,2012-11-12,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,Winter,Mist,Monday,Nov,2012,21.32,25.0,77.0,19.0012
16204,2012-11-12,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,Winter,Light Rain/Snow,Monday,Nov,2012,22.14,25.759999999999998,73.0,15.001299999999999
16205,2012-11-12,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,Winter,Clear,Monday,Nov,2012,21.32,25.0,77.0,16.997899999999998
16206,2012-11-12,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,Winter,Mist,Monday,Nov,2012,22.14,25.759999999999998,77.0,15.001299999999999
16207,2012-11-13,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,Winter,Mist,Tuesday,Nov,2012,21.32,25.0,83.0,19.0012
16208,2012-11-13,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,Winter,Light Rain/Snow,Tuesday,Nov,2012,18.04,21.97,88.0,43.000600000000006
16209,2012-11-13,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,Winter,Light Rain/Snow,Tuesday,Nov,2012,14.76,15.909999999999998,87.0,30.002599999999997
16210,2012-11-13,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,Winter,Light Rain/Snow,Tuesday,Nov,2012,14.76,16.665,87.0,23.9994
16211,2012-11-13,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,Winter,Mist,Tuesday,Nov,2012,14.76,16.665,81.0,26.0027
16212,2012-11-13,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,Winter,Mist,Tuesday,Nov,2012,13.940000000000001,15.909999999999998,87.0,19.0012
16213,2012-11-13,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,Winter,Light Rain/Snow,Tuesday,Nov,2012,13.120000000000001,14.395,81.0,31.0009
16214,2012-11-13,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,Winter,Light Rain/Snow,Tuesday,Nov,2012,13.120000000000001,15.15,87.0,16.997899999999998
16215,2012-11-13,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,Winter,Light Rain/Snow,Tuesday,Nov,2012,13.120000000000001,15.15,87.0,16.997899999999998
16216,2012-11-13,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,Winter,Light Rain/Snow,Tuesday,Nov,2012,13.120000000000001,15.15,81.0,22.0028
16217,2012-11-13,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,Winter,Light Rain/Snow,Tuesday,Nov,2012,12.299999999999999,13.635,75.0,26.0027
16218,2012-11-13,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,Winter,Clear,Tuesday,Nov,2012,13.120000000000001,15.15,70.0,16.997899999999998
16219,2012-11-13,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,Winter,Clear,Tuesday,Nov,2012,13.940000000000001,15.909999999999998,61.0,19.0012
16220,2012-11-13,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,Winter,Clear,Tuesday,Nov,2012,13.940000000000001,15.909999999999998,53.0,16.997899999999998
16221,2012-11-13,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,Winter,Clear,Tuesday,Nov,2012,15.58,19.695,46.0,26.0027
16222,2012-11-13,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,Winter,Clear,Tuesday,Nov,2012,16.400000000000002,20.455000000000002,40.0,19.999499999999998
16223,2012-11-13,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,Winter,Clear,Tuesday,Nov,2012,15.58,19.695,40.0,19.999499999999998
16224,2012-11-13,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,Winter,Clear,Tuesday,Nov,2012,13.940000000000001,15.15,49.0,23.9994
16225,2012-11-13,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,Winter,Clear,Tuesday,Nov,2012,13.940000000000001,15.909999999999998,49.0,19.0012
16226,2012-11-13,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,Winter,Clear,Tuesday,Nov,2012,13.120000000000001,14.395,49.0,23.9994
16227,2012-11-13,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,Winter,Clear,Tuesday,Nov,2012,12.299999999999999,13.635,49.0,23.9994
16228,2012-11-13,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,Winter,Clear,Tuesday,Nov,2012,12.299999999999999,13.635,49.0,23.9994
16229,2012-11-13,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,Winter,Clear,Tuesday,Nov,2012,10.66,11.365,56.00000000000001,22.0028
16230,2012-11-13,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,Winter,Clear,Tuesday,Nov,2012,10.66,11.365,56.00000000000001,19.999499999999998
16231,2012-11-14,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,Winter,Clear,Wednesday,Nov,2012,10.66,12.120000000000001,56.00000000000001,19.0012
16232,2012-11-14,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,Winter,Clear,Wednesday,Nov,2012,9.84,10.605,60.0,19.999499999999998
16233,2012-11-14,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,Winter,Clear,Wednesday,Nov,2012,9.84,10.605,60.0,19.999499999999998
16234,2012-11-14,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,Winter,Clear,Wednesday,Nov,2012,9.84,11.365,65.0,15.001299999999999
16235,2012-11-14,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,Winter,Clear,Wednesday,Nov,2012,9.02,11.365,69.0,12.998000000000001
16236,2012-11-14,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,Winter,Clear,Wednesday,Nov,2012,9.02,11.365,69.0,12.998000000000001
16237,2012-11-14,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,Winter,Clear,Wednesday,Nov,2012,9.84,11.365,65.0,12.998000000000001
16238,2012-11-14,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,Winter,Clear,Wednesday,Nov,2012,9.84,10.605,65.0,19.0012
16239,2012-11-14,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,Winter,Clear,Wednesday,Nov,2012,11.48,12.879999999999999,56.00000000000001,19.999499999999998
16240,2012-11-14,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,Winter,Clear,Wednesday,Nov,2012,12.299999999999999,13.635,52.0,26.0027
16241,2012-11-14,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,Winter,Clear,Wednesday,Nov,2012,13.120000000000001,14.395,45.0,23.9994
16242,2012-11-14,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,Winter,Clear,Wednesday,Nov,2012,13.120000000000001,15.15,49.0,16.997899999999998
16243,2012-11-14,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0.0,40,200,240,Winter,Clear,Wednesday,Nov,2012,13.940000000000001,16.665,46.0,0.0
16244,2012-11-14,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,Winter,Clear,Wednesday,Nov,2012,14.76,16.665,43.0,16.997899999999998
16245,2012-11-14,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,Winter,Clear,Wednesday,Nov,2012,14.76,17.424999999999997,43.0,8.9981
16246,2012-11-14,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,Winter,Clear,Wednesday,Nov,2012,14.76,16.665,43.0,19.0012
16247,2012-11-14,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,Winter,Clear,Wednesday,Nov,2012,13.940000000000001,17.424999999999997,46.0,7.0015
16248,2012-11-14,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,Winter,Clear,Wednesday,Nov,2012,13.120000000000001,15.909999999999998,49.0,12.998000000000001
16249,2012-11-14,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,Winter,Clear,Wednesday,Nov,2012,13.120000000000001,15.909999999999998,53.0,11.0014
16250,2012-11-14,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,Winter,Clear,Wednesday,Nov,2012,12.299999999999999,15.15,52.0,11.0014
16251,2012-11-14,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,Winter,Clear,Wednesday,Nov,2012,12.299999999999999,15.909999999999998,52.0,6.0032
16252,2012-11-14,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0.0,5,208,213,Winter,Clear,Wednesday,Nov,2012,12.299999999999999,16.665,56.00000000000001,0.0
16253,2012-11-14,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0.0,6,167,173,Winter,Clear,Wednesday,Nov,2012,11.48,15.909999999999998,61.0,0.0
16254,2012-11-14,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,Winter,Clear,Wednesday,Nov,2012,9.84,12.120000000000001,70.0,8.9981
16255,2012-11-15,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0.0,1,33,34,Winter,Mist,Thursday,Nov,2012,10.66,15.15,65.0,0.0
16256,2012-11-15,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,Winter,Mist,Thursday,Nov,2012,10.66,13.635,65.0,7.0015
16257,2012-11-15,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,Winter,Mist,Thursday,Nov,2012,10.66,12.879999999999999,70.0,11.0014
16258,2012-11-15,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,Winter,Mist,Thursday,Nov,2012,10.66,14.395,70.0,6.0032
16259,2012-11-15,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,Winter,Mist,Thursday,Nov,2012,11.48,14.395,65.0,8.9981
16260,2012-11-15,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,Winter,Mist,Thursday,Nov,2012,12.299999999999999,14.395,61.0,15.001299999999999
16261,2012-11-15,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,Winter,Mist,Thursday,Nov,2012,12.299999999999999,14.395,65.0,16.997899999999998
16262,2012-11-15,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,Winter,Mist,Thursday,Nov,2012,12.299999999999999,14.395,65.0,12.998000000000001
16263,2012-11-15,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,Winter,Mist,Thursday,Nov,2012,12.299999999999999,14.395,61.0,15.001299999999999
16264,2012-11-15,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,Winter,Mist,Thursday,Nov,2012,13.120000000000001,15.909999999999998,61.0,12.998000000000001
16265,2012-11-15,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,Winter,Mist,Thursday,Nov,2012,13.120000000000001,16.665,66.0,8.9981
16266,2012-11-15,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,Winter,Mist,Thursday,Nov,2012,13.940000000000001,16.665,61.0,8.9981
16267,2012-11-15,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,Winter,Mist,Thursday,Nov,2012,14.76,18.18,62.0,7.0015
16268,2012-11-15,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,Winter,Mist,Thursday,Nov,2012,15.58,19.695,54.0,7.0015
16269,2012-11-15,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,Winter,Mist,Thursday,Nov,2012,15.58,19.695,54.0,11.0014
16270,2012-11-15,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,Winter,Mist,Thursday,Nov,2012,15.58,19.695,57.99999999999999,11.0014
16271,2012-11-15,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,Winter,Mist,Thursday,Nov,2012,14.76,17.424999999999997,56.99999999999999,12.998000000000001
16272,2012-11-15,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,Winter,Mist,Thursday,Nov,2012,14.76,17.424999999999997,56.99999999999999,15.001299999999999
16273,2012-11-15,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,Winter,Mist,Thursday,Nov,2012,14.76,17.424999999999997,56.99999999999999,12.998000000000001
16274,2012-11-15,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,Winter,Mist,Thursday,Nov,2012,13.940000000000001,16.665,61.0,8.9981
16275,2012-11-15,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,Winter,Clear,Thursday,Nov,2012,13.940000000000001,17.424999999999997,61.0,7.0015
16276,2012-11-15,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,Winter,Mist,Thursday,Nov,2012,13.120000000000001,16.665,66.0,7.0015
16277,2012-11-15,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,Winter,Mist,Thursday,Nov,2012,13.120000000000001,15.909999999999998,66.0,11.0014
16278,2012-11-15,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,Winter,Mist,Thursday,Nov,2012,13.120000000000001,15.909999999999998,61.0,11.0014
16279,2012-11-16,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,Winter,Mist,Friday,Nov,2012,13.120000000000001,16.665,66.0,7.0015
16280,2012-11-16,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.909999999999998,65.0,6.0032
16281,2012-11-16,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.15,70.0,11.0014
16282,2012-11-16,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.15,65.0,8.9981
16283,2012-11-16,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.909999999999998,65.0,7.0015
16284,2012-11-16,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.909999999999998,65.0,6.0032
16285,2012-11-16,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.909999999999998,61.0,6.0032
16286,2012-11-16,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,Winter,Mist,Friday,Nov,2012,12.299999999999999,15.15,61.0,11.0014
16287,2012-11-16,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,Winter,Mist,Friday,Nov,2012,13.120000000000001,16.665,56.99999999999999,8.9981
16288,2012-11-16,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,Winter,Clear,Friday,Nov,2012,13.940000000000001,17.424999999999997,53.0,7.0015
16289,2012-11-16,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,Winter,Clear,Friday,Nov,2012,13.940000000000001,16.665,53.0,12.998000000000001
16290,2012-11-16,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,Winter,Clear,Friday,Nov,2012,15.58,19.695,43.0,15.001299999999999
16291,2012-11-16,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,Winter,Clear,Friday,Nov,2012,16.400000000000002,20.455000000000002,43.0,19.0012
16292,2012-11-16,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,Winter,Clear,Friday,Nov,2012,17.22,21.21,38.0,12.998000000000001
16293,2012-11-16,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,Winter,Clear,Friday,Nov,2012,17.22,21.21,35.0,7.0015
16294,2012-11-16,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,Winter,Clear,Friday,Nov,2012,17.22,21.21,38.0,8.9981
16295,2012-11-16,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,Winter,Clear,Friday,Nov,2012,17.22,21.21,35.0,19.0012
16296,2012-11-16,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,Winter,Clear,Friday,Nov,2012,14.76,17.424999999999997,46.0,12.998000000000001
16297,2012-11-16,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,Winter,Clear,Friday,Nov,2012,13.940000000000001,16.665,53.0,11.0014
16298,2012-11-16,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,Winter,Clear,Friday,Nov,2012,14.76,17.424999999999997,46.0,15.001299999999999
16299,2012-11-16,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,Winter,Clear,Friday,Nov,2012,14.76,16.665,46.0,16.997899999999998
16300,2012-11-16,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,Winter,Clear,Friday,Nov,2012,13.940000000000001,16.665,49.0,12.998000000000001
16301,2012-11-16,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,Winter,Clear,Friday,Nov,2012,13.120000000000001,15.15,53.0,16.997899999999998
16302,2012-11-16,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,Winter,Clear,Friday,Nov,2012,13.120000000000001,15.15,53.0,15.001299999999999
16303,2012-11-17,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,Winter,Clear,Saturday,Nov,2012,12.299999999999999,15.15,52.0,11.0014
16304,2012-11-17,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,Winter,Clear,Saturday,Nov,2012,10.66,12.879999999999999,60.0,12.998000000000001
16305,2012-11-17,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,Winter,Clear,Saturday,Nov,2012,10.66,12.879999999999999,65.0,12.998000000000001
16306,2012-11-17,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,Winter,Clear,Saturday,Nov,2012,10.66,12.879999999999999,65.0,12.998000000000001
16307,2012-11-17,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,Winter,Clear,Saturday,Nov,2012,9.84,11.365,70.0,12.998000000000001
16308,2012-11-17,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,Winter,Clear,Saturday,Nov,2012,9.84,12.120000000000001,70.0,11.0014
16309,2012-11-17,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,Winter,Clear,Saturday,Nov,2012,9.84,11.365,70.0,15.001299999999999
16310,2012-11-17,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,Winter,Clear,Saturday,Nov,2012,9.84,11.365,70.0,12.998000000000001
16311,2012-11-17,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,Winter,Clear,Saturday,Nov,2012,10.66,12.879999999999999,65.0,15.001299999999999
16312,2012-11-17,4,1,11,9,0,6,0,1,0.34,0.3182,0.49,0.2239,48,200,248,Winter,Clear,Saturday,Nov,2012,13.940000000000001,15.909999999999998,49.0,15.001299999999999
16313,2012-11-17,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320,Winter,Clear,Saturday,Nov,2012,14.76,16.665,46.0,16.997899999999998
16314,2012-11-17,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423,Winter,Clear,Saturday,Nov,2012,15.58,19.695,43.0,12.998000000000001
16315,2012-11-17,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,Winter,Clear,Saturday,Nov,2012,16.400000000000002,20.455000000000002,40.0,11.0014
16316,2012-11-17,4,1,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525,Winter,Clear,Saturday,Nov,2012,17.22,21.21,38.0,16.997899999999998
16317,2012-11-17,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555,Winter,Clear,Saturday,Nov,2012,17.22,21.21,38.0,12.998000000000001
16318,2012-11-17,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,549,Winter,Clear,Saturday,Nov,2012,17.22,21.21,35.0,19.999499999999998
16319,2012-11-17,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469,Winter,Clear,Saturday,Nov,2012,16.400000000000002,20.455000000000002,40.0,15.001299999999999
16320,2012-11-17,4,1,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,403,Winter,Clear,Saturday,Nov,2012,15.58,19.695,40.0,11.0014
16321,2012-11-17,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,Winter,Clear,Saturday,Nov,2012,14.76,18.18,50.0,7.0015
16322,2012-11-17,4,1,11,19,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,253,Winter,Clear,Saturday,Nov,2012,13.940000000000001,17.424999999999997,53.0,6.0032
16323,2012-11-17,4,1,11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,172,Winter,Mist,Saturday,Nov,2012,13.940000000000001,17.424999999999997,66.0,6.0032
16324,2012-11-17,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,139,Winter,Mist,Saturday,Nov,2012,13.120000000000001,16.665,56.99999999999999,7.0015
16325,2012-11-17,4,1,11,22,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,145,Winter,Mist,Saturday,Nov,2012,13.120000000000001,16.665,56.99999999999999,7.0015
